Address,Point,Name,Value,Time
45,0,Pulse #1,,2019-07-24 18:37:56
45,1,Pulse #1 Rate,,2019-07-24 18:37:56
45,2,Pulse #1 Instantaneous,,2019-07-24 18:37:56
45,3,Pulse #1 Min,,2019-07-24 18:37:56
45,4,Pulse #1 Max,,2019-07-24 18:37:56
45,5,Pulse #2,,2019-07-24 18:37:56
45,6,Pulse #2 Rate,,2019-07-24 18:37:56
45,7,Pulse #2 Instantaneous,,2019-07-24 18:37:56
45,8,Pulse #2 Min,,2019-07-24 18:37:56
45,9,Pulse #2 Max,,2019-07-24 18:37:56
45,0,Pulse #1,1054875.0,2019-07-24 18:43:13
45,1,Pulse #1 Rate,,2019-07-24 18:43:13
45,2,Pulse #1 Instantaneous,,2019-07-24 18:43:13
45,3,Pulse #1 Min,,2019-07-24 18:43:13
45,4,Pulse #1 Max,,2019-07-24 18:43:13
45,5,Pulse #2,0.0,2019-07-24 18:43:13
45,6,Pulse #2 Rate,,2019-07-24 18:43:13
45,7,Pulse #2 Instantaneous,,2019-07-24 18:43:13
45,8,Pulse #2 Min,,2019-07-24 18:43:13
45,9,Pulse #2 Max,,2019-07-24 18:43:13
45,0,Pulse #1,,2019-07-24 18:50:35
45,1,Pulse #1 Rate,,2019-07-24 18:50:35
45,2,Pulse #1 Instantaneous,,2019-07-24 18:50:35
45,3,Pulse #1 Min,,2019-07-24 18:50:35
45,4,Pulse #1 Max,,2019-07-24 18:50:35
45,5,Pulse #2,,2019-07-24 18:50:35
45,6,Pulse #2 Rate,,2019-07-24 18:50:35
45,7,Pulse #2 Instantaneous,,2019-07-24 18:50:35
45,8,Pulse #2 Min,,2019-07-24 18:50:35
45,9,Pulse #2 Max,,2019-07-24 18:50:35
45,0,Pulse #1,1054875,2019-07-24 18:56:22
45,1,Pulse #1 Rate,NULL,2019-07-24 18:56:22
45,2,Pulse #1 Instantaneous,NULL,2019-07-24 18:56:22
45,3,Pulse #1 Min,NULL,2019-07-24 18:56:22
45,4,Pulse #1 Max,NULL,2019-07-24 18:56:22
45,5,Pulse #2,0,2019-07-24 18:56:22
45,6,Pulse #2 Rate,NULL,2019-07-24 18:56:22
45,7,Pulse #2 Instantaneous,NULL,2019-07-24 18:56:22
45,8,Pulse #2 Min,NULL,2019-07-24 18:56:22
45,9,Pulse #2 Max,NULL,2019-07-24 18:56:22
