Address,Point,Name,Value,Time
24,0,Pulse #1,493882.0,2019-07-19 22:39:29
24,1,Pulse #1 Rate,0.0,2019-07-19 22:39:29
24,2,Pulse #1 Instantaneous,0.0,2019-07-19 22:39:29
24,3,Pulse #1 Min,0.0,2019-07-19 22:39:29
24,4,Pulse #1 Max,0.0,2019-07-19 22:39:29
24,5,Pulse #2,53955.0,2019-07-19 22:39:29
24,6,Pulse #2 Rate,0.0,2019-07-19 22:39:29
24,7,Pulse #2 Instantaneous,0.0,2019-07-19 22:39:29
24,8,Pulse #2 Min,0.0,2019-07-19 22:39:29
24,9,Pulse #2 Max,0.0,2019-07-19 22:39:29
24,0,Pulse #1,493882.0,2019-07-19 22:49:00
24,1,Pulse #1 Rate,0.0,2019-07-19 22:49:00
24,2,Pulse #1 Instantaneous,0.0,2019-07-19 22:49:00
24,3,Pulse #1 Min,0.0,2019-07-19 22:49:00
24,4,Pulse #1 Max,0.0,2019-07-19 22:49:00
24,5,Pulse #2,53955.0,2019-07-19 22:49:00
24,6,Pulse #2 Rate,0.0,2019-07-19 22:49:00
24,7,Pulse #2 Instantaneous,0.0,2019-07-19 22:49:00
24,8,Pulse #2 Min,0.0,2019-07-19 22:49:00
24,9,Pulse #2 Max,0.0,2019-07-19 22:49:00
24,0,Pulse #1,493882.0,2019-07-19 22:55:00
24,1,Pulse #1 Rate,0.0,2019-07-19 22:55:00
24,2,Pulse #1 Instantaneous,0.0,2019-07-19 22:55:00
24,3,Pulse #1 Min,0.0,2019-07-19 22:55:00
24,4,Pulse #1 Max,0.0,2019-07-19 22:55:00
24,5,Pulse #2,53955.0,2019-07-19 22:55:00
24,6,Pulse #2 Rate,0.0,2019-07-19 22:55:00
24,7,Pulse #2 Instantaneous,0.0,2019-07-19 22:55:00
24,8,Pulse #2 Min,0.0,2019-07-19 22:55:00
24,9,Pulse #2 Max,0.0,2019-07-19 22:55:00
24,0,Pulse #1,493882.0,2019-07-19 23:00:00
24,1,Pulse #1 Rate,0.0,2019-07-19 23:00:00
24,2,Pulse #1 Instantaneous,0.0,2019-07-19 23:00:00
24,3,Pulse #1 Min,0.0,2019-07-19 23:00:00
24,4,Pulse #1 Max,0.0,2019-07-19 23:00:00
24,5,Pulse #2,53955.0,2019-07-19 23:00:00
24,6,Pulse #2 Rate,0.0,2019-07-19 23:00:00
24,7,Pulse #2 Instantaneous,0.0,2019-07-19 23:00:00
24,8,Pulse #2 Min,0.0,2019-07-19 23:00:00
24,9,Pulse #2 Max,0.0,2019-07-19 23:00:00
24,0,Pulse #1,493882.0,2019-07-19 23:05:00
24,1,Pulse #1 Rate,0.0,2019-07-19 23:05:00
24,2,Pulse #1 Instantaneous,0.0,2019-07-19 23:05:00
24,3,Pulse #1 Min,0.0,2019-07-19 23:05:00
24,4,Pulse #1 Max,0.0,2019-07-19 23:05:00
24,5,Pulse #2,53955.0,2019-07-19 23:05:00
24,6,Pulse #2 Rate,0.0,2019-07-19 23:05:00
24,7,Pulse #2 Instantaneous,0.0,2019-07-19 23:05:00
24,8,Pulse #2 Min,0.0,2019-07-19 23:05:00
24,9,Pulse #2 Max,0.0,2019-07-19 23:05:00
24,0,Pulse #1,493882.0,2019-07-19 23:10:02
24,1,Pulse #1 Rate,0.0,2019-07-19 23:10:02
24,2,Pulse #1 Instantaneous,0.0,2019-07-19 23:10:02
24,3,Pulse #1 Min,0.0,2019-07-19 23:10:02
24,4,Pulse #1 Max,0.0,2019-07-19 23:10:02
24,5,Pulse #2,53955.0,2019-07-19 23:10:02
24,6,Pulse #2 Rate,0.0,2019-07-19 23:10:02
24,7,Pulse #2 Instantaneous,0.0,2019-07-19 23:10:02
24,8,Pulse #2 Min,0.0,2019-07-19 23:10:02
