Address,Point,Name,Value,Time
36,0,Pulse #1,0.0,2019-07-19 22:40:56
36,1,Pulse #1 Rate,0.0,2019-07-19 22:40:56
36,2,Pulse #1 Instantaneous,0.0,2019-07-19 22:40:56
36,3,Pulse #1 Min,0.0,2019-07-19 22:40:56
36,4,Pulse #1 Max,0.0,2019-07-19 22:40:56
36,5,Pulse #2,0.0,2019-07-19 22:40:56
36,6,Pulse #2 Rate,0.0,2019-07-19 22:40:56
36,7,Pulse #2 Instantaneous,0.0,2019-07-19 22:40:56
36,8,Pulse #2 Min,0.0,2019-07-19 22:40:56
36,9,Pulse #2 Max,0.0,2019-07-19 22:40:56
36,0,Pulse #1,0.0,2019-07-19 22:51:09
36,1,Pulse #1 Rate,0.0,2019-07-19 22:51:09
36,2,Pulse #1 Instantaneous,0.0,2019-07-19 22:51:09
36,3,Pulse #1 Min,0.0,2019-07-19 22:51:09
36,4,Pulse #1 Max,0.0,2019-07-19 22:51:09
36,5,Pulse #2,0.0,2019-07-19 22:51:09
36,6,Pulse #2 Rate,0.0,2019-07-19 22:51:09
36,7,Pulse #2 Instantaneous,0.0,2019-07-19 22:51:09
36,8,Pulse #2 Min,0.0,2019-07-19 22:51:09
36,9,Pulse #2 Max,0.0,2019-07-19 22:51:09
36,0,Pulse #1,0.0,2019-07-19 22:56:44
36,1,Pulse #1 Rate,0.0,2019-07-19 22:56:44
36,2,Pulse #1 Instantaneous,0.0,2019-07-19 22:56:44
36,3,Pulse #1 Min,0.0,2019-07-19 22:56:44
36,4,Pulse #1 Max,0.0,2019-07-19 22:56:44
36,5,Pulse #2,0.0,2019-07-19 22:56:44
36,6,Pulse #2 Rate,0.0,2019-07-19 22:56:44
36,7,Pulse #2 Instantaneous,0.0,2019-07-19 22:56:44
36,8,Pulse #2 Min,0.0,2019-07-19 22:56:44
36,9,Pulse #2 Max,0.0,2019-07-19 22:56:44
36,0,Pulse #1,0.0,2019-07-19 23:01:32
36,1,Pulse #1 Rate,0.0,2019-07-19 23:01:32
36,2,Pulse #1 Instantaneous,0.0,2019-07-19 23:01:32
36,3,Pulse #1 Min,0.0,2019-07-19 23:01:32
36,4,Pulse #1 Max,0.0,2019-07-19 23:01:32
36,5,Pulse #2,0.0,2019-07-19 23:01:32
36,6,Pulse #2 Rate,0.0,2019-07-19 23:01:32
