Address,Point,Name,Value,Time
25,0,Input 1,,2019-07-19 22:42:01
25,1,-,,2019-07-19 22:42:01
25,2,-,,2019-07-19 22:42:01
25,3,-,,2019-07-19 22:42:01
25,4,-,,2019-07-19 22:42:01
25,5,Input 2,,2019-07-19 22:42:01
25,6,-,,2019-07-19 22:42:01
25,7,-,,2019-07-19 22:42:01
25,8,-,,2019-07-19 22:42:01
25,9,-,,2019-07-19 22:42:01
25,10,Input 3,,2019-07-19 22:42:01
25,11,-,,2019-07-19 22:42:01
25,12,-,,2019-07-19 22:42:01
25,13,-,,2019-07-19 22:42:01
25,14,-,,2019-07-19 22:42:01
25,15,Input 4,,2019-07-19 22:42:01
25,16,-,,2019-07-19 22:42:01
25,17,-,,2019-07-19 22:42:01
25,18,-,,2019-07-19 22:42:01
25,19,-,,2019-07-19 22:42:01
25,20,Input 5,,2019-07-19 22:42:01
25,21,-,,2019-07-19 22:42:01
25,22,-,,2019-07-19 22:42:01
25,23,-,,2019-07-19 22:42:01
25,24,-,,2019-07-19 22:42:01
25,25,Input 6,,2019-07-19 22:42:01
25,26,-,,2019-07-19 22:42:01
25,27,-,,2019-07-19 22:42:01
25,28,-,,2019-07-19 22:42:01
25,29,-,,2019-07-19 22:42:01
25,30,Input 7,,2019-07-19 22:42:01
25,31,-,,2019-07-19 22:42:01
25,32,-,,2019-07-19 22:42:01
25,33,-,,2019-07-19 22:42:01
25,34,-,,2019-07-19 22:42:01
25,35,Input 8,,2019-07-19 22:42:01
25,36,-,,2019-07-19 22:42:01
25,37,-,,2019-07-19 22:42:01
25,38,-,,2019-07-19 22:42:01
25,39,-,,2019-07-19 22:42:01
25,40,Output 01,,2019-07-19 22:42:01
25,41,Output 02,,2019-07-19 22:42:01
25,0,Input 1,,2019-07-19 22:52:34
25,1,-,,2019-07-19 22:52:34
25,2,-,,2019-07-19 22:52:34
25,3,-,,2019-07-19 22:52:34
25,4,-,,2019-07-19 22:52:34
25,5,Input 2,,2019-07-19 22:52:34
25,6,-,,2019-07-19 22:52:34
25,7,-,,2019-07-19 22:52:34
25,8,-,,2019-07-19 22:52:34
25,9,-,,2019-07-19 22:52:34
25,10,Input 3,,2019-07-19 22:52:34
25,11,-,,2019-07-19 22:52:34
25,12,-,,2019-07-19 22:52:34
25,13,-,,2019-07-19 22:52:34
25,14,-,,2019-07-19 22:52:34
25,15,Input 4,,2019-07-19 22:52:34
25,16,-,,2019-07-19 22:52:34
25,17,-,,2019-07-19 22:52:34
25,18,-,,2019-07-19 22:52:34
25,19,-,,2019-07-19 22:52:34
25,20,Input 5,,2019-07-19 22:52:34
25,21,-,,2019-07-19 22:52:34
25,22,-,,2019-07-19 22:52:34
25,23,-,,2019-07-19 22:52:34
25,24,-,,2019-07-19 22:52:34
25,25,Input 6,,2019-07-19 22:52:34
25,26,-,,2019-07-19 22:52:34
25,27,-,,2019-07-19 22:52:34
25,28,-,,2019-07-19 22:52:34
25,29,-,,2019-07-19 22:52:34
25,30,Input 7,,2019-07-19 22:52:34
25,31,-,,2019-07-19 22:52:34
25,32,-,,2019-07-19 22:52:34
25,33,-,,2019-07-19 22:52:34
25,34,-,,2019-07-19 22:52:34
25,35,Input 8,,2019-07-19 22:52:34
25,36,-,,2019-07-19 22:52:34
25,37,-,,2019-07-19 22:52:34
25,38,-,,2019-07-19 22:52:34
25,39,-,,2019-07-19 22:52:34
25,40,Output 01,0.0,2019-07-19 22:52:34
25,41,Output 02,0.0,2019-07-19 22:52:34
25,0,Input 1,,2019-07-19 22:57:19
25,1,-,,2019-07-19 22:57:19
25,2,-,,2019-07-19 22:57:19
25,3,-,,2019-07-19 22:57:19
25,4,-,,2019-07-19 22:57:19
25,5,Input 2,,2019-07-19 22:57:19
25,6,-,,2019-07-19 22:57:19
25,7,-,,2019-07-19 22:57:19
25,8,-,,2019-07-19 22:57:19
25,9,-,,2019-07-19 22:57:19
25,10,Input 3,,2019-07-19 22:57:19
25,11,-,,2019-07-19 22:57:19
25,12,-,,2019-07-19 22:57:19
25,13,-,,2019-07-19 22:57:19
25,14,-,,2019-07-19 22:57:19
25,15,Input 4,,2019-07-19 22:57:19
25,16,-,,2019-07-19 22:57:19
25,17,-,,2019-07-19 22:57:19
25,18,-,,2019-07-19 22:57:19
25,19,-,,2019-07-19 22:57:19
25,20,Input 5,,2019-07-19 22:57:19
25,21,-,,2019-07-19 22:57:19
25,22,-,,2019-07-19 22:57:19
25,23,-,,2019-07-19 22:57:19
25,24,-,,2019-07-19 22:57:19
25,25,Input 6,,2019-07-19 22:57:19
25,26,-,,2019-07-19 22:57:19
25,27,-,,2019-07-19 22:57:19
25,28,-,,2019-07-19 22:57:19
25,29,-,,2019-07-19 22:57:19
25,30,Input 7,,2019-07-19 22:57:19
25,31,-,,2019-07-19 22:57:19
25,32,-,,2019-07-19 22:57:19
25,33,-,,2019-07-19 22:57:19
25,34,-,,2019-07-19 22:57:19
25,35,Input 8,,2019-07-19 22:57:19
25,36,-,,2019-07-19 22:57:19
25,37,-,,2019-07-19 22:57:19
25,38,-,,2019-07-19 22:57:19
25,39,-,,2019-07-19 22:57:19
25,40,Output 01,0.0,2019-07-19 22:57:19
25,41,Output 02,0.0,2019-07-19 22:57:19
25,0,Input 1,,2019-07-19 23:00:57
25,1,-,,2019-07-19 23:00:57
25,2,-,,2019-07-19 23:00:57
25,3,-,,2019-07-19 23:00:57
25,4,-,,2019-07-19 23:00:57
25,5,Input 2,,2019-07-19 23:00:57
25,6,-,,2019-07-19 23:00:57
25,7,-,,2019-07-19 23:00:57
25,8,-,,2019-07-19 23:00:57
25,9,-,,2019-07-19 23:00:57
25,10,Input 3,,2019-07-19 23:00:57
25,11,-,,2019-07-19 23:00:57
25,12,-,,2019-07-19 23:00:57
25,13,-,,2019-07-19 23:00:57
25,14,-,,2019-07-19 23:00:57
25,15,Input 4,,2019-07-19 23:00:57
25,16,-,,2019-07-19 23:00:57
25,17,-,,2019-07-19 23:00:57
25,18,-,,2019-07-19 23:00:57
25,19,-,,2019-07-19 23:00:57
25,20,Input 5,,2019-07-19 23:00:57
25,21,-,,2019-07-19 23:00:57
25,22,-,,2019-07-19 23:00:57
25,23,-,,2019-07-19 23:00:57
25,24,-,,2019-07-19 23:00:57
25,25,Input 6,,2019-07-19 23:00:57
25,26,-,,2019-07-19 23:00:57
25,27,-,,2019-07-19 23:00:57
25,28,-,,2019-07-19 23:00:57
25,29,-,,2019-07-19 23:00:57
25,30,Input 7,,2019-07-19 23:00:57
25,31,-,,2019-07-19 23:00:57
25,32,-,,2019-07-19 23:00:57
25,33,-,,2019-07-19 23:00:57
25,34,-,,2019-07-19 23:00:57
25,35,Input 8,,2019-07-19 23:00:57
25,36,-,,2019-07-19 23:00:57
25,37,-,,2019-07-19 23:00:57
25,38,-,,2019-07-19 23:00:57
25,39,-,,2019-07-19 23:00:57
25,40,Output 01,0.0,2019-07-19 23:00:57
25,41,Output 02,0.0,2019-07-19 23:00:57
25,0,Input 1,,2019-07-19 23:05:53
25,1,-,,2019-07-19 23:05:53
25,2,-,,2019-07-19 23:05:53
25,3,-,,2019-07-19 23:05:53
25,4,-,,2019-07-19 23:05:53
25,5,Input 2,,2019-07-19 23:05:53
25,6,-,,2019-07-19 23:05:53
25,7,-,,2019-07-19 23:05:53
25,8,-,,2019-07-19 23:05:53
25,9,-,,2019-07-19 23:05:53
25,10,Input 3,,2019-07-19 23:05:53
25,11,-,,2019-07-19 23:05:53
25,12,-,,2019-07-19 23:05:53
25,13,-,,2019-07-19 23:05:53
25,14,-,,2019-07-19 23:05:53
25,15,Input 4,,2019-07-19 23:05:53
25,16,-,,2019-07-19 23:05:53
25,17,-,,2019-07-19 23:05:53
25,18,-,,2019-07-19 23:05:53
25,19,-,,2019-07-19 23:05:53
25,20,Input 5,,2019-07-19 23:05:53
25,21,-,,2019-07-19 23:05:53
25,22,-,,2019-07-19 23:05:53
25,23,-,,2019-07-19 23:05:53
25,24,-,,2019-07-19 23:05:53
25,25,Input 6,,2019-07-19 23:05:53
25,26,-,,2019-07-19 23:05:53
25,27,-,,2019-07-19 23:05:53
25,28,-,,2019-07-19 23:05:53
25,29,-,,2019-07-19 23:05:53
25,30,Input 7,,2019-07-19 23:05:53
25,31,-,,2019-07-19 23:05:53
25,32,-,,2019-07-19 23:05:53
25,33,-,,2019-07-19 23:05:53
25,34,-,,2019-07-19 23:05:53
25,35,Input 8,,2019-07-19 23:05:53
25,36,-,,2019-07-19 23:05:53
25,37,-,,2019-07-19 23:05:53
25,38,-,,2019-07-19 23:05:53
25,39,-,,2019-07-19 23:05:53
25,40,Output 01,,2019-07-19 23:05:53
25,41,Output 02,,2019-07-19 23:05:53
25,0,Input 1,,2019-07-19 23:13:42
25,1,-,,2019-07-19 23:13:42
25,2,-,,2019-07-19 23:13:42
25,3,-,,2019-07-19 23:13:42
25,4,-,,2019-07-19 23:13:42
25,5,Input 2,,2019-07-19 23:13:42
25,6,-,,2019-07-19 23:13:42
25,7,-,,2019-07-19 23:13:42
25,8,-,,2019-07-19 23:13:42
25,9,-,,2019-07-19 23:13:42
25,10,Input 3,,2019-07-19 23:13:42
25,11,-,,2019-07-19 23:13:42
25,12,-,,2019-07-19 23:13:42
25,13,-,,2019-07-19 23:13:42
25,14,-,,2019-07-19 23:13:42
25,15,Input 4,,2019-07-19 23:13:42
25,16,-,,2019-07-19 23:13:42
25,17,-,,2019-07-19 23:13:42
25,18,-,,2019-07-19 23:13:42
25,19,-,,2019-07-19 23:13:42
25,20,Input 5,,2019-07-19 23:13:42
25,21,-,,2019-07-19 23:13:42
25,22,-,,2019-07-19 23:13:42
25,23,-,,2019-07-19 23:13:42
25,24,-,,2019-07-19 23:13:42
25,25,Input 6,,2019-07-19 23:13:42
25,26,-,,2019-07-19 23:13:42
25,27,-,,2019-07-19 23:13:42
25,28,-,,2019-07-19 23:13:42
25,29,-,,2019-07-19 23:13:42
25,30,Input 7,,2019-07-19 23:13:42
25,31,-,,2019-07-19 23:13:42
25,32,-,,2019-07-19 23:13:42
25,33,-,,2019-07-19 23:13:42
25,34,-,,2019-07-19 23:13:42
25,35,Input 8,,2019-07-19 23:13:42
25,36,-,,2019-07-19 23:13:42
25,37,-,,2019-07-19 23:13:42
25,38,-,,2019-07-19 23:13:42
25,39,-,,2019-07-19 23:13:42
