Address,Point,Name,Value,Time
37,0,CT Drain,24118.0,2019-07-19 22:41:03
37,1,CT Drain Ave Rate,0.111,2019-07-19 22:41:03
37,2,CT Drain Instantaneous,,2019-07-19 22:41:03
37,3,CT Drain Min,,2019-07-19 22:41:03
37,4,CT Drain Max,,2019-07-19 22:41:03
37,5,CT4 Makeup,1546.0,2019-07-19 22:41:03
37,6,CT4 Makeup Ave Rate,0.0,2019-07-19 22:41:03
37,7,CT4 Makeup Instantaneous,,2019-07-19 22:41:03
37,8,CT4 Makeup Min,,2019-07-19 22:41:03
37,9,CT4 Makeup Max,,2019-07-19 22:41:03
37,10,CT5 Makeup,994449.0,2019-07-19 22:41:03
37,11,CT5 Makeup Ave Rate,0.332,2019-07-19 22:41:03
37,12,CT5 Makeup Instantaneous,0.425,2019-07-19 22:41:03
37,13,CT5 Makeup Min,0.424,2019-07-19 22:41:03
37,14,CT5 Makeup Max,0.425,2019-07-19 22:41:03
37,15,CT Makeup From B50,14398.0,2019-07-19 22:41:03
37,16,CT Makeup From B50 Ave Rate,0.0,2019-07-19 22:41:03
37,17,CT Makeup From B50 Instantaneous,,2019-07-19 22:41:03
37,18,CT Makeup From B50 Min,,2019-07-19 22:41:03
37,19,CT Makeup From B50 Max,,2019-07-19 22:41:03
37,20,Input 5,,2019-07-19 22:41:03
37,21,-,,2019-07-19 22:41:03
37,22,-,,2019-07-19 22:41:03
37,23,-,,2019-07-19 22:41:03
37,24,-,,2019-07-19 22:41:03
37,25,Input 6,,2019-07-19 22:41:03
37,26,-,,2019-07-19 22:41:03
37,27,-,,2019-07-19 22:41:03
37,28,-,,2019-07-19 22:41:03
37,29,-,,2019-07-19 22:41:03
37,30,Input 7,,2019-07-19 22:41:03
37,31,-,,2019-07-19 22:41:03
37,32,-,,2019-07-19 22:41:03
37,33,-,,2019-07-19 22:41:03
37,34,-,,2019-07-19 22:41:03
37,35,Input 8,,2019-07-19 22:41:03
37,36,-,,2019-07-19 22:41:03
37,37,-,,2019-07-19 22:41:03
37,38,-,,2019-07-19 22:41:03
37,39,-,,2019-07-19 22:41:03
37,40,Output 01,0.0,2019-07-19 22:41:03
37,41,Output 02,0.0,2019-07-19 22:41:03
37,0,CT Drain,24119.0,2019-07-19 22:51:30
37,1,CT Drain Ave Rate,0.096,2019-07-19 22:51:30
37,2,CT Drain Instantaneous,,2019-07-19 22:51:30
37,3,CT Drain Min,,2019-07-19 22:51:30
37,4,CT Drain Max,,2019-07-19 22:51:30
37,5,CT4 Makeup,1546.0,2019-07-19 22:51:30
37,6,CT4 Makeup Ave Rate,0.0,2019-07-19 22:51:30
37,7,CT4 Makeup Instantaneous,,2019-07-19 22:51:30
37,8,CT4 Makeup Min,,2019-07-19 22:51:30
37,9,CT4 Makeup Max,,2019-07-19 22:51:30
37,10,CT5 Makeup,994454.0,2019-07-19 22:51:30
37,11,CT5 Makeup Ave Rate,0.478,2019-07-19 22:51:30
37,12,CT5 Makeup Instantaneous,,2019-07-19 22:51:30
37,13,CT5 Makeup Min,,2019-07-19 22:51:30
37,14,CT5 Makeup Max,,2019-07-19 22:51:30
37,15,CT Makeup From B50,14398.0,2019-07-19 22:51:30
37,16,CT Makeup From B50 Ave Rate,0.0,2019-07-19 22:51:30
37,17,CT Makeup From B50 Instantaneous,,2019-07-19 22:51:30
37,18,CT Makeup From B50 Min,,2019-07-19 22:51:30
37,19,CT Makeup From B50 Max,,2019-07-19 22:51:30
37,20,Input 5,,2019-07-19 22:51:30
37,21,-,,2019-07-19 22:51:30
37,22,-,,2019-07-19 22:51:30
37,23,-,,2019-07-19 22:51:30
37,24,-,,2019-07-19 22:51:30
37,25,Input 6,,2019-07-19 22:51:30
37,26,-,,2019-07-19 22:51:30
37,27,-,,2019-07-19 22:51:30
37,28,-,,2019-07-19 22:51:30
37,29,-,,2019-07-19 22:51:30
37,30,Input 7,,2019-07-19 22:51:30
37,31,-,,2019-07-19 22:51:30
37,32,-,,2019-07-19 22:51:30
37,33,-,,2019-07-19 22:51:30
37,34,-,,2019-07-19 22:51:30
37,35,Input 8,,2019-07-19 22:51:30
37,36,-,,2019-07-19 22:51:30
37,37,-,,2019-07-19 22:51:30
37,38,-,,2019-07-19 22:51:30
37,39,-,,2019-07-19 22:51:30
37,40,Output 01,0.0,2019-07-19 22:51:30
37,41,Output 02,0.0,2019-07-19 22:51:30
37,0,CT Drain,24120.0,2019-07-19 22:56:56
37,1,CT Drain Ave Rate,0.184,2019-07-19 22:56:56
37,2,CT Drain Instantaneous,0.105,2019-07-19 22:56:56
37,3,CT Drain Min,0.105,2019-07-19 22:56:56
37,4,CT Drain Max,0.105,2019-07-19 22:56:56
37,5,CT4 Makeup,1546.0,2019-07-19 22:56:56
37,6,CT4 Makeup Ave Rate,0.0,2019-07-19 22:56:56
37,7,CT4 Makeup Instantaneous,,2019-07-19 22:56:56
37,8,CT4 Makeup Min,,2019-07-19 22:56:56
37,9,CT4 Makeup Max,,2019-07-19 22:56:56
37,10,CT5 Makeup,994456.0,2019-07-19 22:56:56
37,11,CT5 Makeup Ave Rate,0.368,2019-07-19 22:56:56
37,12,CT5 Makeup Instantaneous,,2019-07-19 22:56:56
37,13,CT5 Makeup Min,,2019-07-19 22:56:56
37,14,CT5 Makeup Max,,2019-07-19 22:56:56
37,15,CT Makeup From B50,14398.0,2019-07-19 22:56:56
37,16,CT Makeup From B50 Ave Rate,0.0,2019-07-19 22:56:56
37,17,CT Makeup From B50 Instantaneous,,2019-07-19 22:56:56
37,18,CT Makeup From B50 Min,,2019-07-19 22:56:56
37,19,CT Makeup From B50 Max,,2019-07-19 22:56:56
37,20,Input 5,,2019-07-19 22:56:56
